dH sigma,dS sigma,effective barrier,permeability,max barrier,max enthalpic barrier,max entropic barrier
3.0,0.005,21.36060815661682,3.019566461664291e-08,28.742802852306603,16.869388984523027,-0.007086684870034922
3.0,0.006666666666666667,21.881761486247918,1.2590373769836158e-08,29.86279813578732,17.36099674327199,0.0015828646653403347
3.0,0.008333333333333333,22.507807105518832,4.402193766379428e-09,31.087766743186553,17.60645974461406,0.00565135421711363
3.0,0.01,23.246968723043288,1.2730379107231037e-09,31.88073854089003,18.11788178879146,0.01928597821096583
3.0,0.013333333333333334,24.758332703122186,1.0071634057374954e-10,36.4510450512669,16.574677423847323,0.04019421534637223
3.0,0.016666666666666666,26.231358866132155,8.497784586684089e-12,39.0889187345825,16.972485667807895,0.04983764919382022
3.0,0.02,28.159235933752964,3.3414741986295174e-13,41.50143512283582,16.668944786087536,0.055415963419619255
3.0,0.023333333333333334,29.96022832765555,1.625795167259911e-14,49.920529938367245,17.337521404307505,0.07815925344438905
3.0,0.02666666666666667,31.47020452387538,1.2892468648672112e-15,54.4794765963466,17.425475771354243,0.09735526539257883
3.0,0.03,33.50856943055785,4.2113950546924956e-17,61.15112860084903,16.809337072358375,0.1147941865940233
3.0,0.03333333333333333,35.25821846083828,2.2334773485208065e-18,58.45836352119035,17.263164475178478,0.12597507264316796
4.0,3.3333333333333335e-07,22.72788284097188,3.0425673206681847e-09,32.2156772294708,23.215752880935305,-0.029998523171324346
4.0,3.3333333333333333e-06,22.734610501219624,3.008402377044032e-09,31.626048479277657,22.626584403692334,-0.029985284508355615
4.0,3.3333333333333335e-05,22.68288191227284,3.281289847132285e-09,31.056208706202735,22.051901015536853,-0.0298518944027547
4.0,0.0001666666666666667,22.697441913914908,3.2020695981589687e-09,31.385418224824996,22.39271428040008,-0.029259036536730315
4.0,0.0003333333333333334,22.73537849223,3.004526781410832e-09,31.30498972020924,22.211036361547507,-0.02839779763781126
4.0,0.0016666666666666668,22.796097677827156,2.713398111738164e-09,30.971762004819688,21.570646895329112,-0.02124839045653797
4.0,0.0033333333333333335,23.00455355386813,1.9122959604793494e-09,31.186493855362578,21.342577599548196,-0.014194787190894016
4.0,0.005,23.2918485862616,1.1806609298218068e-09,35.61478113601102,21.685019600345026,-0.006262402025563198
4.0,0.006666666666666667,23.659152129624268,6.373402478804919e-10,32.03683549082058,20.821971655612305,0.0013578140879522207
4.0,0.008333333333333333,24.222931472129023,2.473957432834718e-10,34.19906239884801,20.51898241102284,0.011219816513630895
4.0,0.01,24.793319458113217,9.49720007838848e-11,35.8329288806285,22.222034910927356,0.019685149168404054
4.0,0.013333333333333334,25.96059505533646,1.3387048681968738e-11,41.54185270860645,20.94404170721029,0.03329715768177517
4.0,0.016666666666666666,27.580662399964854,8.824737164295679e-13,42.42048138358096,22.155798021825355,0.047458375479998274
4.0,0.02,29.298023982067846,4.940762534068097e-14,47.54740758856332,21.2018353929651,0.062494983209620616
4.0,0.023333333333333334,30.310844444537437,9.025611610721825e-15,48.95064178048803,22.649969184058744,0.07858972283102052
4.0,0.02666666666666667,32.05993278683881,4.791162888900259e-16,51.51220944683533,23.13985235040933,0.09592730928341109
4.0,0.03,33.39163135979726,5.124724390635143e-17,54.06254244832442,22.38564310380584,0.11498370339975778
4.0,0.03333333333333333,35.87953989379068,7.871470663666819e-19,64.7760636366223,22.287475088928872,0.11346006592485333
5.0,3.3333333333333335e-07,24.83676934433124,8.829210170867479e-11,37.12976075623597,28.12979086420068,-0.029998510420857875
5.0,3.3333333333333333e-06,24.718394112616807,1.076995863924468e-10,35.53839903914455,26.53761551431628,-0.029984853031707937
5.0,3.3333333333333335e-05,24.826171547537356,8.987674751365306e-11,36.213626378388454,27.213285605756845,-0.029827737151205246
5.0,0.0001666666666666667,24.799823553703156,9.394080696974533e-11,35.27049167367709,26.245641950100186,-0.029232042788382654
5.0,0.0003333333333333334,24.7685636731131,9.900151744732949e-11,36.8831784035293,27.921308829120328,-0.028512382707679303
5.0,0.0016666666666666668,24.80391106012428,9.329848905020726e-11,35.73615255763318,26.606157707231624,-0.021886125347470052
5.0,0.0033333333333333335,24.938186748433736,7.447173105057899e-11,38.10779978606507,27.89104451401907,-0.013882171700581532
5.0,0.005,25.265944824324954,4.2960084220524e-11,34.955538498687574,26.930724235145792,-0.006537785926105665
5.0,0.006666666666666667,25.513191334093378,2.8368047370257275e-11,37.92123313012258,27.459428033799114,-0.00010029154429453194
5.0,0.008333333333333333,26.032739152758378,1.1860250053673418e-11,37.512615281353064,25.830135810471216,0.005742986629524889
5.0,0.01,26.540652043172003,5.056380870937046e-12,39.391009112205964,25.199085311751745,0.014084122268732034
5.0,0.013333333333333334,27.533609664445958,9.549967344156521e-13,41.3235790615732,25.96128570310357,0.029730545765207908
5.0,0.016666666666666666,29.12683499097372,6.585456594327242e-14,46.44894760246046,27.83007176226095,0.04751111649783352
5.0,0.02,30.44731841893917,7.177794020800893e-15,48.090028920042215,26.770570722373158,0.06862242241069698
5.0,0.023333333333333334,31.706993095548697,8.664109712689656e-16,54.4124374368449,26.681741683285956,0.1032297213507159
5.0,0.02666666666666667,32.965500456442435,1.0478710324374836e-16,56.12880909693163,26.3612900285578,0.10058373281605099
5.0,0.03,35.71752124026153,1.0331488014645108e-18,58.60331991549723,27.36433563301636,0.10624047524641705
5.0,0.03333333333333333,36.51676233520444,2.7010885799050346e-19,62.420420950834014,26.768326284628166,0.1311941605729927
6.0,3.3333333333333335e-07,26.514733464329776,5.2812130432816415e-12,38.933394419572,29.933367442477284,-0.0299984066323781
6.0,3.3333333333333333e-06,26.783582451271577,3.3631823448039034e-12,41.521451787373834,32.52057927777142,-0.029983787642615174
6.0,3.3333333333333335e-05,26.77821864872974,3.3935986167778385e-12,40.83305660056805,31.82258421527481,-0.029844011726871063
6.0,0.0001666666666666667,26.928166152264875,2.638475127577348e-12,40.35444773538485,31.34400918913184,-0.029169434418366825
6.0,0.0003333333333333334,26.734317080472156,3.6531160601568415e-12,40.06525867328941,31.055103912253067,-0.02829068569973489
